,date,CPI,interest,oil_price,gold_price,exchange_rate(w/d),KOSPI200(open),sent
537,2022-03-07,105.47,1.45,1440,76470,"1,211.50",356.59,0.34127396957231587
538,2022-03-08,105.5,1.45,1515,77670,"1,225.40",348.12,-0.004253448987725957
539,2022-03-10,105.55,1.45,1538,77350,"1,234.50",354.33,0.011065166006145672
540,2022-03-11,105.57,1.45,1526,77260,"1,228.70",355.95,0.21593964206629102
541,2022-03-14,105.64,1.45,1534,77750,"1,232.40",354.72,0.2111784250909018
542,2022-03-15,105.67,1.45,1690,77500,"1,238.60",352.34,0.21450196409765424
543,2022-03-16,105.69,1.45,1713,76010,"1,241.70",354.88,0.04422386181181689
544,2022-03-17,105.72,1.45,1704,75700,"1,240.40",362.39,0.22535927551559268
545,2022-03-18,105.74,1.45,1702,75370,"1,220.60",361.16,0.12084745857426407
546,2022-03-21,105.81,1.45,1701,74650,"1,211.10",363.81,0.3138794704498231
547,2022-03-22,105.84,1.46,1605,75330,"1,213.70",358.76,0.3356320377680572
548,2022-03-23,105.86,1.47,1590,75300,"1,221.40",364.06,0.46902723999076495
549,2022-03-24,105.89,1.47,1582,75490,"1,212.70",361.83,0.44389676880650936
550,2022-03-25,105.91,1.49,1582,76180,"1,219.40",364.76,0.35794686847326573
551,2022-03-28,105.99,1.51,1586,76500,"1,218.30",360.63,0.13823132938642857
552,2022-03-29,106.01,1.54,1661,75350,"1,225.70",364.18,0.29901588644742916
553,2022-03-30,106.04,1.55,1660,74480,"1,220.50",366.17,0.0636006297998506
554,2022-03-31,106.06,1.55,1663,75010,"1,210.80",364.1,0.15555560736427934
555,2022-04-01,106.09,1.54,1665,75000,"1,210.70",363.97,0.25938542471039067
556,2022-04-04,106.17,1.54,1663,75600,"1,216.10",361.85,0.24561761176530011
557,2022-04-05,106.19,1.54,1622,75170,"1,216.70",366.08,0.31382111902636106
558,2022-04-06,106.22,1.54,1628,75210,"1,212.60",362.04,0.1750450365234912
559,2022-04-07,106.24,1.54,1634,75350,"1,219.10",358.43,0.31776411366544277
560,2022-04-08,106.27,1.54,1628,75820,"1,218.50",356.86,0.16757720017463823
561,2022-04-11,106.35,1.54,1613,76660,"1,224.00",354.47,0.20624229196338137
562,2022-04-12,106.38,1.54,1589,76780,"1,232.00",353.51,0.2522590694837257
563,2022-04-13,106.4,1.54,1588,77510,"1,236.60",353.83,0.017554193669405856
564,2022-04-14,106.43,1.57,1583,77450,"1,227.70",359.23,0.1439756900388928
565,2022-04-15,106.46,1.64,1583,77560,"1,224.20",354.35,0.10899992046268152
566,2022-04-18,106.53,1.64,1585,78160,"1,230.10",352.19,0.1647764246990966
567,2022-04-19,106.56,1.65,1612,78160,"1,232.80",355.77,0.17624813523858288
568,2022-04-20,106.59,1.65,1618,77400,"1,234.90",357.14,-5.9998118081389776e-05
569,2022-04-21,106.61,1.66,1618,77190,"1,237.10",358.33,-0.001862620076185748
570,2022-04-22,106.64,1.66,1616,77600,"1,236.40",355.54,0.24564096353999554
571,2022-04-25,106.72,1.67,1618,77000,"1,241.70",351.36,-0.3425218036152191
572,2022-04-26,106.74,1.66,1664,76350,"1,247.10",351.33,0.3227067002785008
573,2022-04-27,106.77,1.66,1664,76950,"1,248.30",346.42,-0.08711311327410447
574,2022-04-28,106.8,1.66,1668,76820,"1,263.10",348.61,-0.018187341982868522
575,2022-04-29,106.82,1.66,1647,77150,"1,269.40",350.43,-0.029301323180946973
576,2022-05-02,106.9,1.66,1626,77120,"1,265.40",351.31,0.2749615457727527
577,2022-05-03,106.92,1.67,1670,76090,"1,265.80",354.28,0.15295179164352965
578,2022-05-04,106.94,1.66,1692,76000,"1,265.70",354.85,0.26861063389637385
579,2022-05-06,106.99,1.66,1675,76630,"1,261.80",350.26,0.05614946457043724
580,2022-05-09,107.06,1.66,1666,76790,"1,272.70",347.71,0.11307799083761763
581,2022-05-10,107.08,1.66,1742,76610,"1,274.60",343.22,-0.005471190803792441
582,2022-05-11,107.1,1.67,1743,75790,"1,275.50",342.22,0.1838042499869429
583,2022-05-12,107.12,1.68,1740,76250,"1,277.00",340.14,0.04120973228555596
584,2022-05-13,107.15,1.69,1741,75900,"1,286.40",340.49,0.030267069562689236
585,2022-05-16,107.22,1.7,1746,75050,"1,286.00",348.13,-0.0015406905052438226
586,2022-05-17,107.24,1.71,1731,75230,"1,281.60",345.14,0.19482774888199772
587,2022-05-18,107.26,1.72,1727,74610,"1,277.20",349.62,0.03785080987735448
588,2022-05-19,107.29,1.73,1723,74370,"1,269.30",341.07,0.07385990104922416
589,2022-05-20,107.31,1.74,1720,75030,"1,274.60",345.15,0.07343271456857119
590,2022-05-23,107.38,1.75,1716,75400,"1,269.50",351.16,0.3193522116946574
591,2022-05-24,107.4,1.77,1711,75530,"1,267.70",349.02,0.0927111770874146
592,2022-05-25,107.42,1.78,1718,75700,"1,264.30",346.34,0.041099811999409416
593,2022-05-26,107.45,1.82,1714,75690,"1,263.30",345.54,0.1357416264607604
594,2022-05-27,107.47,1.93,1710,75500,"1,266.40",348.42,0.12349407419522583
595,2022-05-30,107.54,1.93,1718,74720,"1,256.90",351.53,0.31116668077871584
596,2022-05-31,107.56,1.94,1712,74440,"1,245.80",351.79,0.11996520525946314
597,2022-06-02,107.6,1.95,1718,74110,"1,238.40",352.29,0.01327660287162015
598,2022-06-03,107.63,1.96,1708,75020,"1,251.20",353.47,0.19389250646260636
599,2022-06-07,107.71,1.96,1791,74360,"1,241.10",350.04,0.180285539460252
600,2022-06-08,107.74,1.96,1783,74950,"1,257.10",346.46,0.1649076070927261
601,2022-06-09,107.76,1.96,1793,74990,"1,255.40",345.35,-0.09296134692278009
602,2022-06-10,107.78,1.96,1781,75100,"1,257.60",342.32,0.0551230532186379
603,2022-06-13,107.85,1.97,1791,76980,"1,266.00",335.76,0.06650007396961127
604,2022-06-14,107.87,2.0,1852,75990,"1,286.00",325.68,0.25599948027325775
605,2022-06-15,107.89,2.02,1857,75320,"1,289.70",327.7,0.01186108216440202
606,2022-06-16,107.91,2.08,1857,75650,"1,291.30",326.72,-0.0666561037275967
607,2022-06-17,107.93,2.12,1851,76450,"1,284.10",316.36,0.05164812542364403
608,2022-06-20,108.0,2.14,1859,76350,"1,287.50",321.46,-0.046098478506108966
609,2022-06-21,108.02,2.14,1888,76480,"1,291.70",315.95,0.03306597248887772
610,2022-06-22,108.04,2.15,1892,76220,"1,290.60",317.47,0.1163554826590591
611,2022-06-23,108.07,2.16,1897,76480,"1,295.70",308.81,-0.04480438769329757
612,2022-06-24,108.09,2.18,1914,76480,"1,300.70",307.47,0.16975820449473283
613,2022-06-27,108.15,2.2,1928,76310,"1,299.40",314.31,0.23889778358514632
614,2022-06-28,108.18,2.22,1910,75600,"1,285.60",316.65,-0.014185993942931888
615,2022-06-29,108.2,2.24,1882,75680,"1,284.90",314.33,-0.02290932240674611
616,2022-06-30,108.22,2.27,1906,75850,"1,292.90",311.2,-0.07629239742102618
617,2022-07-01,108.24,2.31,1889,75060,"1,299.80",308.72,0.16639523584438948
618,2022-07-04,108.29,2.34,1893,75450,"1,294.20",304.46,0.17223907160583962
619,2022-07-05,108.3,2.36,1833,75540,"1,297.90",307.15,0.11859278470710889
620,2022-07-06,108.32,2.37,1830,74920,"1,298.00",307.14,0.061363208139017925
621,2022-07-07,108.34,2.38,1796,74450,"1,307.40",304.3,-0.03362385803058675
622,2022-07-08,108.35,2.41,1791,73210,"1,302.70",310.73,0.09660167215713782
623,2022-07-11,108.4,2.43,1803,72890,"1,299.30",311.05,0.020998172694575754
624,2022-07-12,108.42,2.44,1671,73000,"1,300.60",306.94,0.047488453735849714
625,2022-07-13,108.44,2.48,1674,72790,"1,312.90",306.24,-0.09313481019995704
626,2022-07-14,108.45,2.56,1677,72800,"1,305.90",304.7,0.09919639390808463
627,2022-07-15,108.47,2.58,1661,72610,"1,310.00",307.45,0.028407176082873433
628,2022-07-18,108.52,2.59,1672,72880,"1,323.70",311.06,0.37557600652190026
629,2022-07-19,108.54,2.6,1621,72700,"1,317.80",313.38,0.2439484072843825
630,2022-07-20,108.56,2.59,1625,72070,"1,314.90",319.15,0.14482612143778922
631,2022-07-21,108.57,2.59,1610,71790,"1,308.60",316.22,0.1445376145316486
632,2022-07-22,108.59,2.61,1602,72250,"1,312.10",319.12,0.11805852192202552
633,2022-07-25,108.64,2.6,1622,72690,"1,311.70",316.4,0.047941709750889856
634,2022-07-26,108.66,2.6,1578,72650,"1,311.00",317.39,-0.0020613270080857924
635,2022-07-27,108.67,2.61,1576,72580,"1,310.00",319.83,0.08872905876462675
636,2022-07-28,108.69,2.63,1567,72800,"1,312.80",322.89,0.07215330334312019
637,2022-07-29,108.71,2.65,1559,73010,"1,304.00",324.38,0.046939227082594494
638,2022-08-01,108.74,2.63,1594,73750,"1,298.60",322.14,0.09293792817901318
639,2022-08-02,108.73,2.65,1554,74420,"1,306.40",322.64,0.20029101390675813
640,2022-08-03,108.73,2.65,1561,74230,"1,307.20",321.48,0.11481768517281159
641,2022-08-04,108.72,2.65,1545,74340,"1,310.50",326.11,0.1479742355431087
642,2022-08-05,108.72,2.66,1548,75040,"1,309.70",326.71,0.04134973671334954
643,2022-08-08,108.71,2.65,1560,74500,"1,299.30",326.05,0.06959447578449987
644,2022-08-09,108.71,2.65,1499,74680,"1,304.80",327.21,0.22672872475968248
645,2022-08-10,108.7,2.66,1508,74820,"1,305.10",326.3,-0.0050257234294270705
646,2022-08-11,108.7,2.66,1512,75100,"1,309.10",328.2,0.2133646642749905
647,2022-08-12,108.69,2.66,1492,75100,"1,302.50",329.23,0.09135777661207432
648,2022-08-16,108.68,2.67,1490,75070,"1,303.10",332.68,0.2851298567213793
649,2022-08-17,108.67,2.67,1476,74910,"1,309.60",332.11,0.3100918342252032
650,2022-08-18,108.67,2.67,1482,74880,"1,309.80",327.47,0.3092080282275395
651,2022-08-19,108.67,2.67,1473,74910,"1,317.30",329.06,0.16451405082167156
652,2022-08-22,108.65,2.68,1479,74810,"1,326.70",323.29,0.06157936520656294
653,2022-08-23,108.65,2.69,1506,74920,"1,338.20",320.85,0.22430380603846367
654,2022-08-24,108.65,2.71,1525,75060,"1,341.80",320.15,-0.18708085481876138
655,2022-08-25,108.64,2.76,1519,75300,"1,341.40",321.58,0.22730030795557835
656,2022-08-26,108.64,2.84,1513,75370,"1,336.90",325.36,0.09758922991982501
657,2022-08-29,108.63,2.85,1524,74980,"1,332.50",317.45,0.41241252088614166
658,2022-08-30,108.62,2.88,1611,75140,"1,347.70",317.97,0.2107717459100634
659,2022-08-31,108.62,2.87,1630,74600,"1,347.50",316.96,0.133173466887867
660,2022-09-01,108.63,2.88,1618,73950,"1,345.10",318.74,0.34738264859351253
661,2022-09-02,108.64,2.89,1620,74130,"1,351.40",316.46,0.1986908629646712
662,2022-09-05,108.67,2.89,1616,74660,"1,356.50",313.09,0.12624677404870174
663,2022-09-06,108.68,2.88,1591,75430,"1,369.70",313.36,0.35141734653433887
664,2022-09-07,108.69,2.88,1596,75500,"1,370.30",310.86,0.13940200238430217
665,2022-09-08,108.7,2.89,1584,75890,"1,385.30",310.23,0.19210034456548533
666,2022-09-13,108.75,2.88,1586,76080,"1,381.20",313.93,0.20470397373113358
667,2022-09-14,108.76,2.88,1589,75600,"1,374.80",310.08,0.14062547138311876
668,2022-09-15,108.78,2.89,1567,75840,"1,391.70",313.15,0.2588503519950386
669,2022-09-16,108.79,2.9,1559,74930,"1,394.20",308.58,0.14019428291739547
670,2022-09-19,108.82,2.92,1565,74800,"1,394.20",309.58,0.08740712380378436
671,2022-09-20,108.83,2.93,1519,75000,"1,390.10",308.76,0.1398003542128373
672,2022-09-21,108.84,2.93,1514,74680,"1,389.10",305.09,0.0075541827819453865
673,2022-09-22,108.85,2.95,1513,74990,"1,393.60",300.67,-0.007097164188429037
674,2022-09-23,108.86,3.03,1508,75200,"1,408.00",301.48,0.014761688696832451
675,2022-09-26,108.89,3.07,1504,75150,"1,408.40",293.65,0.20883600197621247
676,2022-09-27,108.9,3.13,1467,75190,"1,429.70",290.27,0.011493966984467153
677,2022-09-28,108.91,3.15,1474,74850,"1,427.20",287.66,0.22246960871749613
678,2022-09-29,108.92,3.16,1468,75500,"1,436.50",286.6,0.11979257453178735
679,2022-09-30,108.93,3.18,1460,76000,"1,434.80",281.75,0.08401483493734391
680,2022-10-04,108.97,3.17,1473,76990,"1,432.10",286.25,-0.09643018277498001
681,2022-10-05,108.98,3.17,1451,78200,"1,431.20",293.87,0.04014233243227577
682,2022-10-06,108.98,3.19,1450,77800,"1,419.10",291.2,-0.006602284855689444
683,2022-10-07,108.99,3.2,1441,77600,"1,404.20",288.35,0.20133844094068765
684,2022-10-11,109.03,3.23,1517,76750,"1,410.30",284.39,-0.18365750462789193
685,2022-10-12,109.04,3.3,1526,76960,"1,433.50",285.23,-0.12665220476753647
686,2022-10-13,109.05,3.43,1519,76630,"1,430.40",286.27,-0.006392892898415934
687,2022-10-14,109.06,3.45,1532,76750,"1,427.00",287.59,0.11685501122879621
688,2022-10-17,109.08,3.53,1542,76700,"1,428.90",285.89,-0.227427094050979
689,2022-10-18,109.09,3.55,1532,76350,"1,436.60",293.34,0.10212423591462763
690,2022-10-19,109.1,3.6,1567,75900,"1,425.60",293.41,0.030391230505203072
691,2022-10-20,109.11,3.6,1567,75500,"1,420.60",289.33,-0.04126852447132895
692,2022-10-21,109.12,3.64,1566,75250,"1,431.70",287.68,0.27142616312397555
693,2022-10-24,109.15,3.73,1559,75750,"1,436.60",293.6,0.14303475339112712
694,2022-10-25,109.16,3.76,1551,76610,"1,436.60",291.29,-0.08413202416837864
695,2022-10-26,109.16,3.79,1552,76100,"1,436.50",292.21,-0.030711487171666732
696,2022-10-27,109.17,3.83,1552,75990,"1,428.20",295.85,0.19766155644756758
697,2022-10-28,109.18,3.86,1551,75980,"1,418.10",296.8,0.3182635973623419
698,2022-10-31,109.21,3.89,1551,75690,"1,419.30",298.61,0.06742788059957378
699,2022-11-01,109.21,3.9,1553,75230,"1,422.20",300.53,0.12027490861958517
700,2022-11-02,109.2,3.93,1553,75060,"1,421.70",302.49,0.09532108985408755
701,2022-11-03,109.2,3.95,1566,75150,"1,418.00",298.55,0.11318952529907944
702,2022-11-04,109.2,3.96,1565,74860,"1,422.10",301.16,-0.033865655028555645
703,2022-11-07,109.18,3.99,1547,76150,"1,422.40",306.08,0.11150512380276613
704,2022-11-08,109.18,3.99,1559,75260,"1,406.50",310.08,0.09676394810937619
705,2022-11-09,109.18,4.01,1559,75420,"1,387.30",313.4,0.27324671367573156
706,2022-11-10,109.17,4.02,1558,75120,"1,368.30",312.63,0.043702257235482024
707,2022-11-11,109.17,4.03,1560,76190,"1,370.10",320.47,0.08671554307806241
708,2022-11-14,109.16,4.02,1554,75020,"1,334.10",323.41,0.26399971224920565
709,2022-11-15,109.16,4.03,1554,75340,"1,320.30",322.76,0.10965501539306961
710,2022-11-16,109.15,4.03,1552,75310,"1,322.40",322.98,-0.039547011465701845
711,2022-11-17,109.15,4.04,1534,75600,"1,325.60",319.98,0.17877209213898243
712,2022-11-18,109.14,4.05,1540,75870,"1,338.40",317.63,-0.1097257717452498
713,2022-11-21,109.13,4.05,1512,75810,"1,340.00",317.22,-0.06293293895628055
714,2022-11-22,109.13,4.05,1477,75950,"1,352.30",312.88,0.23939850193061812
715,2022-11-23,109.13,4.05,1476,76000,"1,355.70",314.84,0.1698605684785324
716,2022-11-24,109.12,4.06,1484,75460,"1,352.30",316.6,0.06880340617060315
717,2022-11-25,109.12,4.06,1477,75040,"1,333.20",317.28,0.027544297787575545
718,2022-11-28,109.11,4.06,1466,75000,"1,326.80",313.89,0.18102927844652655
719,2022-11-29,109.1,4.08,1434,75150,"1,339.00",311.79,-0.03084626931650542
720,2022-11-30,109.1,4.08,1433,74960,"1,331.50",314.35,0.13381363315800235
721,2022-12-01,109.11,4.08,1430,75350,"1,320.10",325.37,0.05422572133517516
722,2022-12-02,109.11,4.06,1431,75500,"1,300.80",320.76,0.042695871654784806
723,2022-12-05,109.13,4.02,1434,75230,"1,300.40",316.26,-0.0469629901929875
724,2022-12-06,109.13,4.01,1381,74500,"1,293.20",310.9,0.23198786902668128
725,2022-12-07,109.14,4.01,1374,75050,"1,309.00",309.11,-0.08897640384242872
726,2022-12-08,109.15,4.01,1375,75280,"1,319.50",308.78,0.2829382243756297
727,2022-12-09,109.15,4.02,1374,75630,"1,320.40",309.81,0.12900076832082288
728,2022-12-12,109.17,4.02,1348,75490,"1,306.60",309.38,0.2449541837571949
729,2022-12-13,109.18,4.02,1309,75350,"1,310.00",311.26,0.14647555651156766
730,2022-12-14,109.18,4.03,1300,75010,"1,304.40",310.87,0.11574059491122085
731,2022-12-15,109.19,4.03,1304,75320,"1,296.00",310.73,0.2324374514474586
732,2022-12-16,109.19,4.03,1300,75200,"1,301.00",303.48,0.09690674277878691
733,2022-12-19,109.21,4.02,1299,75400,"1,310.10",306.33,-0.06944382420501818
734,2022-12-20,109.22,4.03,1319,75240,"1,302.00",305.65,-0.14453778328369052
735,2022-12-21,109.22,4.04,1321,75270,"1,298.00",305.84,-0.10068453491291622
736,2022-12-22,109.23,4.05,1319,75200,"1,286.60",304.66,0.18592162430556336
737,2022-12-23,109.23,4.04,1318,74980,"1,276.10",303.14,0.039922257524138055
738,2022-12-26,109.25,4.05,1319,74400,"1,282.20",301.76,0.15923113252220447
739,2022-12-27,109.26,4.06,1319,74310,"1,276.40",303.77,-0.12918610491388471
740,2022-12-28,109.26,4.04,1318,74480,"1,268.30",299.36,0.3752268165272646
741,2022-12-29,109.27,4.04,1318,74390,"1,268.40",294.98,0.061306744576913125
742,2023-01-02,109.33,4.03,1343,74400,"1,267.30",292.9,-0.04587144912324111
743,2023-01-03,109.36,4.0,1366,75150,"1,268.90",290.64,0.15536995399441247
744,2023-01-04,109.39,3.94,1364,75610,"1,272.10",288.34,0.15586009555233196
745,2023-01-05,109.41,3.89,1367,75960,"1,274.70",297.65,0.3482633783736181
746,2023-01-06,109.44,3.85,1369,75750,"1,270.30",296.69,0.2207073026622176
747,2023-01-09,109.52,3.79,1369,75730,"1,267.20",305.1,-0.024129658008187036
748,2023-01-10,109.54,3.75,1339,75300,"1,246.80",308.69,0.01725313323264922
749,2023-01-11,109.57,3.73,1335,75400,"1,240.80",311.66,0.11863098027805195
750,2023-01-12,109.6,3.72,1338,75490,"1,245.30",312.71,-0.028221022636530514
751,2023-01-13,109.62,3.73,1335,75800,"1,244.60",312.34,0.23578098989718357
752,2023-01-16,109.7,3.74,1332,76300,"1,240.60",314.41,0.2690161361438871
753,2023-01-17,109.73,3.72,1340,76480,"1,234.00",316.22,0.3172133267787671
754,2023-01-18,109.76,3.68,1342,76200,"1,238.50",313.62,0.011218709575374486
755,2023-01-19,109.78,3.64,1341,76100,"1,239.80",310.08,0.1449995555758657
756,2023-01-20,109.81,3.62,1335,76090,"1,236.00",313.99,0.1178908425351285
757,2023-01-25,109.94,3.6,1392,76730,"1,234.40",320.81,0.10711074963646698
758,2023-01-26,109.97,3.59,1382,76650,"1,233.40",321.82,0.07928516792694748
759,2023-01-27,109.99,3.58,1387,77100,"1,231.40",326.22,0.16348611495298027
760,2023-01-30,110.07,3.56,1392,76380,"1,230.20",328.09,0.22228151673772148
761,2023-01-31,110.1,3.54,1398,76410,"1,228.70",322.71,0.1525872362153814
762,2023-02-01,110.11,3.53,1403,76600,"1,230.80",320.54,0.09515302087465882
763,2023-02-02,110.12,3.51,1386,76880,"1,231.40",325.94,0.13364364247352484
764,2023-02-03,110.13,3.49,1404,76600,"1,219.30",323.58,0.17368994909672475
765,2023-02-06,110.16,3.47,1391,75600,"1,227.20",322.9,0.3423956406346317
766,2023-02-07,110.17,3.47,1348,75920,"1,247.50",319.36,0.0776180994409963
767,2023-02-08,110.18,3.47,1349,75820,"1,256.00",323.27,0.055731058612687394
768,2023-02-09,110.19,3.47,1351,76000,"1,257.10",323.71,0.2113252047188167
769,2023-02-10,110.2,3.47,1338,75880,"1,263.10",323.3,0.23285846665733642
770,2023-02-13,110.23,3.49,1339,75800,"1,264.30",322.66,0.2429178990459868
771,2023-02-14,110.24,3.52,1318,76220,"1,274.60",324.5,0.12268399752226934
772,2023-02-15,110.25,3.53,1323,75910,"1,269.90",324.43,0.018814110384219825
773,2023-02-16,110.26,3.55,1327,76100,"1,279.30",320.0,0.14778088804947823
774,2023-02-17,110.27,3.56,1319,75820,"1,283.70",320.15,0.16991062771136137
775,2023-02-20,110.3,3.6,1322,76250,"1,297.70",321.07,0.09905153094226278
776,2023-02-21,110.31,3.61,1328,76650,"1,295.80",322.16,0.09912592003768306
777,2023-02-22,110.32,3.62,1330,76680,"1,295.80",317.94,0.2345571864938319
778,2023-02-23,110.33,3.63,1332,76500,"1,303.80",317.77,0.045364461618325344
779,2023-02-24,110.34,3.63,1328,76300,"1,299.60",319.89,0.06846424522367157
780,2023-02-27,110.37,3.63,1326,76440,"1,300.50",314.29,0.27384850562938057
781,2023-02-28,110.38,3.64,1314,76610,"1,317.40",315.75,0.2010875104652113
782,2023-03-02,110.39,3.66,1330,76990,"1,319.20",315.3,0.11949716150502025
783,2023-03-03,110.4,3.67,1320,77000,"1,310.40",317.69,0.1497725663393058
784,2023-03-06,110.41,3.67,1325,76840,"1,304.80",319.22,-0.1649620498826316
785,2023-03-07,110.42,3.65,1349,77100,"1,296.70",320.04,0.323877248418609
786,2023-03-08,110.43,3.64,1358,76780,"1,299.10",316.14,0.13436033970697234
787,2023-03-09,110.43,3.65,1355,77140,"1,319.50",316.57,0.23366633498923062
788,2023-03-10,110.44,3.65,1351,77210,"1,319.70",310.15,0.21348081603401084
789,2023-03-13,110.46,3.64,1364,78500,"1,325.70",311.77,-0.11029999796756189
790,2023-03-14,110.46,3.6,1348,79050,"1,307.30",310.18,0.10176764429861052
791,2023-03-15,110.47,3.57,1346,79990,"1,304.90",309.75,0.1963208046327746
792,2023-03-16,110.47,3.56,1348,80100,"1,302.00",305.87,0.0029184262107046863
793,2023-03-17,110.48,3.56,1343,80570,"1,312.10",312.2,0.06112339517740041
794,2023-03-20,110.5,3.56,1334,81950,"1,303.60",311.59,0.23002189980715784
795,2023-03-21,110.5,3.55,1314,83300,"1,308.40",311.86,0.43218392970732417
796,2023-03-22,110.51,3.55,1309,81590,"1,307.80",313.33,0.2739161652485219
797,2023-03-23,110.51,3.55,1312,81600,"1,307.10",311.51,0.3147509370371993
798,2023-03-24,110.52,3.55,1309,82100,"1,287.20",315.17,0.46244228988265945
799,2023-03-27,110.54,3.54,1305,82290,"1,289.70",314.83,0.05023047990865816
800,2023-03-28,110.54,3.53,1287,81740,"1,300.30",314.15,0.17074974972007717
801,2023-03-29,110.55,3.53,1285,81950,"1,297.40",315.68,0.13545701043447755
802,2023-03-30,110.55,3.52,1287,81980,"1,299.30",318.51,-0.02478645298610635
803,2023-03-31,110.56,3.5,1279,82270,"1,303.80",319.6,0.064525379819472
